employee_id,employee_name,designation,salary,retirement,other_benefits,total_benefits,total_compensation
52593,Brittney Blair,Senior Unit Clerk,64559.91,14518.33,5886.59,33182.88,106023.64
12064,Joanne Castro,Dental Aide,52680.95,11588.57,4343.54,25958.54,79368.75
12479,Donna Kidd,Dental Aide,68602.02,15128.95,5717.19,33901.08,103377.1
12525,Kevin Thompson,Dental Aide,0,0,202.04,194.34,444.34
21784,Daniel Miller,Dental Aide,68602,14992.6,5555.34,33602.88,102454.88
25300,Joshua Sanchez,Dental Aide,68602.04,15369.69,5798.83,34223.46,104799.5
29405,Jenny Gonzales,Dental Aide,64962.23,14216.61,5140.19,31708.78,96921.01
30019,Erica Lewis,Dental Aide,66015.81,14661.69,5538.75,32760.36,100016.17
39530,Calvin Patterson,Dental Aide,68602.02,15347.92,5795.79,34198.65,104624.67
39655,Kenneth Wright,Dental Aide,5389.91,0,417.29,1647.47,7037.38
41049,Desiree Harris MD,Dental Aide,68602.02,15347.48,5786.65,34189.07,104665.09
4124,Janet Jones,Dental Aide,54881.65,12102.57,4333.75,26880.28,82511.13
41850,Joel Wilson,Dental Aide,2620.61,0,202.89,805.42,3426.03
44766,Brenda Larsen DDS,Dental Aide,68602,15461.44,5769.2,34285.58,105281.58
47017,Deanna Diaz,Dental Aide,54030.94,11808.43,4390.72,26479.92,80760.86
48111,Mary Casey,Dental Aide,46782.89,6512.27,3762.65,21057.8,68810.69
48172,Jasmine Farrell,Dental Aide,18912.39,0,1464.21,5823.18,24735.57
5159,Dr. Omar Anderson,Dental Aide,54410.38,12000.42,4539.4,26892.77,82048
53609,Thomas Powell,Dental Aide,68602.01,15128.95,5632.2,33816.09,103292.1
6032,Andrew Cook,Dental Aide,67944.02,15298.82,5536.79,33765.02,104037.04
10060,Maria Peck,Dental Hygienist,93251.45,20379.08,7458.2,40880.05,134131.5
11106,Mia Ramos,Dental Hygienist,74716.81,16437.05,6202.27,33089.55,108305.86
32050,Matthew Tran,Dental Hygienist,93340,20535.36,7189.16,40779.46,134743.46
6925,Jason Martin,Dental Hygienist,30336.22,6628.97,2494.04,14282.23,44618.45
10386,Anthony Reynolds,Nursing Assistant,67948.01,16014.29,7047.94,36117.17,122664.32
10633,Joseph Mcguire,Nursing Assistant,67934.14,15925.96,8042.57,37020.83,136101
10820,Heather Fowler,Nursing Assistant,67948,15970.24,6386.3,35411.48,115837.14
11141,Tamara Lara,Nursing Assistant,68176.11,15032.16,8648.33,36779.37,146730.38
11236,Tracy Spencer,Nursing Assistant,67948,16041.9,7910.95,37007.79,135541.39
11538,Claudia Terry,Nursing Assistant,1989.5,383.6,167.52,551.12,2671.63
11894,Elizabeth Floyd,Nursing Assistant,21246,4808.54,2057.2,10882.65,37286.5
11895,Elizabeth Tran,Nursing Assistant,31842.1,6851.68,3723.25,16750.92,62642.73
12852,Lori Martinez,Nursing Assistant,67906.05,14976.51,7065.89,35089.5,124875.9
13093,Jill Lee,Nursing Assistant,1449,262.12,114.47,376.59,1825.59
13171,Dustin Bennett,Nursing Assistant,67765.55,16271.54,8628.67,37920.32,144432.3
134,Lawrence Bailey,Nursing Assistant,9303.28,2001.82,701.88,4505.66,14117.05
13777,Danielle Williams,Nursing Assistant,67948.01,14986,5606.33,33647.27,104842.88
14196,Alexandra Lynch,Nursing Assistant,67948,14983.08,5900.4,33938.42,105924.52
14655,Denise Boyle,Nursing Assistant,61555.36,14756.64,5613.58,32229.7,106204.59
15402,Kevin Reed,Nursing Assistant,67694.01,14930.22,6346.48,34283,111810.53
1548,Chad Brown,Nursing Assistant,44709,9985.39,4135.38,22656.69,73393.77
15933,Amanda Arnold,Nursing Assistant,67948,15997.6,6350.54,35403.08,113103.82
16062,Michael Jenkins,Nursing Assistant,64640.26,14244.65,5609.97,32271.25,100421.24
16231,Stacey Johnson,Nursing Assistant,67948,15761.76,7901.39,36718.09,134219.07
1650,Christopher Taylor,Nursing Assistant,67948,15976.59,7924.8,36956.33,139561.91
16534,Peggy Richmond,Nursing Assistant,67687.3,14944.38,7901.63,35850.74,133285.54
17654,Elizabeth Green,Nursing Assistant,67948.01,16180.39,9613.74,38849.07,167283.64
17745,Michelle Day,Nursing Assistant,67948,14983.08,6675.94,34713.96,117486.19
17784,Hannah Joseph,Nursing Assistant,67948,15996.91,7744.91,36796.76,132279.19
18361,Russell Robinson,Nursing Assistant,67948,16047.59,6904.1,36006.63,123752.16
18672,Danielle Camacho,Nursing Assistant,67948,16365.23,9328.33,38748.5,154164.42
18746,Wesley Kaufman,Nursing Assistant,1971.99,424.35,466.51,1273.72,5625.99
20243,Lisa Jones,Nursing Assistant,62190.78,13813.47,5436.76,31185.59,100040.49
2038,Deborah Garcia,Nursing Assistant,66129.52,14591.65,6537.62,33830.66,113764.58
20401,Richard Crawford,Nursing Assistant,10740,2589.5,1279.06,5877.01,22047.95
20537,Michael Coleman,Nursing Assistant,67948,14986,5770.4,33811.34,105018.04
21254,Jessica Salas,Nursing Assistant,0,0,332.98,330.42,3816.82
22023,David Brewer,Nursing Assistant,67555.55,15170.9,6200.33,34350.86,110172.69
22396,Stephen Jones,Nursing Assistant,67948,14986,5936.48,33977.42,106345.87
22607,Antonio Dunn,Nursing Assistant,44708.33,9982.32,4023.13,22541.25,71742.92
23058,Jamie Hall,Nursing Assistant,67948,16011.14,8385.47,37451.55,141095.98
231,Brian French,Nursing Assistant,67948.01,14986,5848.86,33889.8,105085.41
23280,Michael Fischer,Nursing Assistant,67948,14986,5964.64,34005.58,106794.28
23314,Jeffrey Weber,Nursing Assistant,69,12.48,5.45,10.23,79.23
23350,Johnny Morton,Nursing Assistant,6123.64,1317.78,541.82,3058.4,9367.28
23426,Amy Donaldson,Nursing Assistant,67059.95,15838.47,6069.81,34791,111866.06
23885,Kimberly Riley,Nursing Assistant,67948,16035.88,7099.44,36190.26,126348.09
24143,Barbara Silva,Nursing Assistant,34392.07,7400.33,3155.82,17223.27,56131.07
24678,Nancy Cohen,Nursing Assistant,67948,15057.77,6479.02,34591.73,113844.69
24711,Evan Collier,Nursing Assistant,29067.01,6578.93,2943.14,15045.31,52467.64
2492,Christina Chambers,Nursing Assistant,39495,8860.61,3464.4,19856.71,62369.21
24989,Matthew Henry,Nursing Assistant,66922.51,15769.87,7456.71,36080.68,130792.14
25397,Melissa Jackson,Nursing Assistant,3054,553.31,241.64,794.95,3853.62
25691,Howard Atkins,Nursing Assistant,67948,16056.08,6333.92,35444.94,113851.4
27425,Matthew Richmond,Nursing Assistant,29495.8,6721.59,3497.82,15943.5,59023.2
27566,Nancy Brown,Nursing Assistant,67948,16017.98,8973.69,38046.61,149071.22
28313,Rodney Gibbs,Nursing Assistant,67602.11,16250.14,7425.99,36665.17,127886.51
28540,Jacob Henry,Nursing Assistant,67948,14980.16,8735.71,36770.81,144810.64
28851,Michael Bailey,Nursing Assistant,67359.13,15865.98,6982.8,35791.88,124483.82
29834,Brenda Foley,Nursing Assistant,39622.41,9074.18,4377.04,21114.72,76888.16
29997,April Stone,Nursing Assistant,67948.01,15296.74,5961.21,34312.89,107035.9
30148,Sierra Johnson DVM,Nursing Assistant,67948,14983.08,5940.24,33978.26,112030.66
30502,Nicole Tate,Nursing Assistant,1725,312.05,136.27,448.32,2173.32
30507,Jennifer Wilson,Nursing Assistant,28453,6122.47,3056.5,14702.21,52655.7
31400,Tanya Thomas,Nursing Assistant,67948,14986,9558.68,37599.62,165453.16
31702,John Baker,Nursing Assistant,6920.6,1559.99,843.79,3753.14,11070.18
3213,Patrick Strickland,Nursing Assistant,55213.83,12240.96,4608.99,27423.07,85799.78
32300,Laura Ochoa,Nursing Assistant,67948,15992.53,6359.56,35407.03,113108.13
32500,Nicholas Maldonado,Nursing Assistant,51207.81,11949.29,4999.64,26790.36,89174.85
3306,Danielle White,Nursing Assistant,67948,14983.08,8178.42,36216.44,137183.27
33132,Carrie Hall,Nursing Assistant,67948,15984.63,9189.42,38228.99,151990.88
34294,Gina Rojas,Nursing Assistant,67931.71,14982.32,6442.6,34476.72,116326.2
34308,Robert Armstrong,Nursing Assistant,16032,3872.73,2150.76,9036.17,36661.63
3475,Nicole Jenkins,Nursing Assistant,67948,16057.83,8349.92,37462.69,140594.27
35264,Larry Quinn,Nursing Assistant,67948,14980.16,5903.1,33938.2,105935.4
35294,Frank Garrison,Nursing Assistant,64701.23,15548.05,7111.41,35086.2,122223.46
355,Amber Sandoval,Nursing Assistant,67939.86,15995.2,6134.2,35182.77,113104.38
35557,Robert Perez,Nursing Assistant,67948,16033.74,8154,37242.68,140838.94
35740,Michelle Horne,Nursing Assistant,67679.5,14919.4,6409.58,34333.71,112778.96
36524,Johnny Elliott,Nursing Assistant,18749.16,4260.72,2466.11,10418.61,40577.11
37325,Beth Small,Nursing Assistant,37930.8,8650.99,3427.63,19309.05,61284.7
3750,Danny Newman,Nursing Assistant,51504.26,12080.02,4706.23,26674.24,84494.95
37723,Deanna Rivera,Nursing Assistant,67948,16303.79,8394.03,37752.76,141378.57
38138,Monica Russell,Nursing Assistant,57389.68,13174.96,6416.89,30613.23,109246.51
38357,Gina Walsh,Nursing Assistant,29067,6578.93,2665.74,14767.91,47420.76
38577,Kimberly Warren,Nursing Assistant,44186.32,9616.76,3827.87,21976.97,67585.83
40350,Mr. Anthony Robinson,Nursing Assistant,1161.5,210.12,91.75,301.87,1463.37
40561,Victoria Wiggins,Nursing Assistant,67948.01,14986.01,6762.18,34803.13,118611.28
40838,Jeffrey Galvan,Nursing Assistant,67948,15609.65,6741.41,35406,118032.07
42638,Mr. John Pineda DDS,Nursing Assistant,67948,14986,6428.93,34469.87,113337.75
43340,Jason Anderson,Nursing Assistant,67948,15765.82,7178.5,35999.26,124134.82
43366,Kyle Olson,Nursing Assistant,0,0,16.87,16.87,237.37
4337,Brandi Williams,Nursing Assistant,67948,15985.63,6146.21,35186.78,110293.25
43476,William Moore,Nursing Assistant,67948,16073.22,7421.33,36549.49,127744.99
44623,Nicholas Mcguire,Nursing Assistant,67948,14986,7955.4,35996.34,134142.97
45057,Shawn Mueller,Nursing Assistant,67948,15975.72,7674.98,36705.64,131237.57
45182,Alejandro Cox,Nursing Assistant,60794.16,14263.14,5431.22,31411.48,98366.81
45553,Mary Phillips,Nursing Assistant,67948,14983.08,7773.67,35811.69,134640.86
45734,Christine Whitney,Nursing Assistant,67948,14983.08,7452.05,35490.07,127128.85
46177,Jesse Fields,Nursing Assistant,67948,14986,8373.36,36414.3,139905.67
4655,Raymond Hess,Nursing Assistant,39484.25,9627.97,5084.97,22242.56,85199.6
46643,James Perry,Nursing Assistant,67948,14983.08,6175.91,34213.93,112680.71
47521,Shaun Davis,Nursing Assistant,64416.2,14226.09,5555.57,32156.36,100994.4
47696,Wendy Johnson,Nursing Assistant,67948,14986,5663.26,33704.2,102526.2
47978,Angela Nunez,Nursing Assistant,3456.5,625.28,273.06,890.64,4347.14
48049,Stephen White,Nursing Assistant,67948,14983.08,5997.64,34035.66,107286.61
48163,Sarah Clark,Nursing Assistant,67024.7,14777.17,6113.17,33767.16,108291.83
48636,Barbara Castillo DDS,Nursing Assistant,67948,14980.16,5912.15,33947.25,105944.45
50633,Lisa Fox,Nursing Assistant,4158.23,927.22,374.56,1419.84,5930.93
50738,Deborah Brown,Nursing Assistant,39495,9652.73,4429.62,21614.05,78057.39
51423,Raymond Huffman,Nursing Assistant,67948,14986,7367.62,35408.56,126083.77
51793,Kathleen Sutton,Nursing Assistant,67948,15686.52,6062.96,21749.48,95601.07
5193,Suzanne Fry,Nursing Assistant,67948,16057.09,7166.92,36278.95,124354.44
52008,Bianca Gonzalez,Nursing Assistant,67948,16065.16,8569.33,37689.43,143526.27
52494,Christopher Garner,Nursing Assistant,61692.92,14768.94,6066.99,32666.85,107444.19
52885,Elaine Hernandez,Nursing Assistant,67948,16037.69,6120.64,35213.27,112975.74
53052,Jacqueline Garcia,Nursing Assistant,67948,14983.08,6861.64,34899.66,119111.96
53057,Lauren Weeks,Nursing Assistant,67948.01,14983.08,5713.85,33751.87,105989.98
53221,Steven Jordan,Nursing Assistant,59366.9,13956.06,5241.93,30577.69,94900.13
53684,Alan Jackson,Nursing Assistant,17250.4,3712.07,1525.98,8602.21,27323.84
54052,Tami James,Nursing Assistant,29067,7135.6,3060.5,15719.34,53320.26
54277,Andrew May,Nursing Assistant,67948,16018.05,7763.74,36836.73,132481.93
54645,Matthew Snyder,Nursing Assistant,67948.02,14986.01,7397.41,35438.36,129351.52
54677,Jade Fernandez,Nursing Assistant,67948,14980.16,5672.12,33707.22,107298.21
54719,Timothy Gomez,Nursing Assistant,67874.23,16026.21,7439.06,36505.59,128126.98
55002,Heather Montgomery,Nursing Assistant,24057.28,5647,2345.89,12626.02,39571.13
55043,Connor Moore,Nursing Assistant,67923.56,16055.94,9594.88,38701.06,163659.78
56466,Mathew Murphy,Nursing Assistant,66638.63,15726.08,6090.2,34618.59,108910.63
5661,Kyle King,Nursing Assistant,67934.44,16082.98,9329.01,38464.29,153893.8
5871,Patrick Carter,Nursing Assistant,67948,16069.28,7244.25,36368.47,125431.94
588,Joshua Chan,Nursing Assistant,67948,15973.74,6640.41,35669.09,118026.17
5916,Alexis Hines,Nursing Assistant,67689.8,16018.15,8599.68,37622.56,146871.24
6314,Robert Horton,Nursing Assistant,67948,16110.19,9935.73,39100.86,184182.9
6359,Carol Williams,Nursing Assistant,67923.57,14980.75,5818.37,33849.36,107778.51
699,Scott Orozco,Nursing Assistant,67923.56,15986.83,6314.41,35351.48,112594.6
7230,David Cook,Nursing Assistant,67948,15295.84,7303.9,35654.68,128420.55
793,Thomas Vaughn,Nursing Assistant,8089.23,1830.64,1726.09,5069.47,26776.01
8376,Nicole Nolan,Nursing Assistant,58426.59,12763.25,4911.27,28899.01,94222.28
9151,Steven Spencer,Nursing Assistant,64736.51,14259.04,5350.85,32046.29,100008.19
10059,Christopher Norris,Patient Care Assistant,60969.81,13634.83,5103.44,30452.57,95586.9
10344,Heather Cummings,Patient Care Assistant,48216.38,12817.27,4778.5,30085.83,90003.48
10402,Ronald Ferguson,Patient Care Assistant,60253.66,13660.39,5314.68,30551.92,98373.13
10517,Charles Williams,Patient Care Assistant,37460.63,5689.24,3115.52,19788.48,59648.37
10550,Stephanie Mitchell,Patient Care Assistant,48030.16,11547.53,4066.95,27193.14,78121.5
10554,Aaron George,Patient Care Assistant,36769.46,8482.47,3389.25,22637.33,65478.35
10679,Nicole Roberts,Patient Care Assistant,67948.02,16285.82,6571.02,35911.78,116401.86
10687,Kristen Gallagher,Patient Care Assistant,28717.8,5258.26,2556.45,16199.3,48561.3
1069,Tanya Dawson,Patient Care Assistant,1383.75,0,113.4,521.36,1986.16
10706,Kimberly Martin,Patient Care Assistant,18209.54,5094.92,1671.74,12062.7,33089.09
10776,Paige Mann,Patient Care Assistant,20722,5814.34,2185.08,14024.77,41587.6
10789,Robert Miller,Patient Care Assistant,53601.32,14534.58,5978.15,33463.79,101060.4
10865,Jason Mcfarland DVM,Patient Care Assistant,28856.13,5662.69,2233.49,16356.79,47799.7
10933,Mrs. April Chavez,Patient Care Assistant,67880.93,15530.63,6046.6,34619.61,108406.63
10976,Edgar Petersen,Patient Care Assistant,53692.2,14798.09,4931.57,32784.6,94345.41
11208,James Rivera,Patient Care Assistant,49430.11,13617.28,5367.55,32039.77,99397.9
11220,Charles Powell,Patient Care Assistant,44807.09,11351.01,3705.28,26551.79,72342.77
11272,Cindy Anderson,Patient Care Assistant,39583.49,9324.75,3593.92,20553.11,66291.11
11353,Kaitlyn Hardin,Patient Care Assistant,54014.2,14645.05,4963.44,32663.43,97451.9
11365,Tony Jones,Patient Care Assistant,44868.55,12322.45,4204.54,27526.72,79782.18
11433,Andrew Delacruz,Patient Care Assistant,67948,14986,5933.65,33974.59,106231.29
11512,Timothy Rogers,Patient Care Assistant,67687.3,16003.34,7277.03,36285.1,128725.36
11542,Morgan Long,Patient Care Assistant,67536.5,14869.92,5865.12,33711.02,108215.27
11573,Dr. William Jones MD,Patient Care Assistant,25870.2,4876.94,2305.28,14731.36,43846.78
1158,Kelly Miller,Patient Care Assistant,67915.41,14842.72,5812.96,33704.35,104615.66
1160,Michael Cain,Patient Care Assistant,53529.8,13540.85,5222.35,31767.93,96987.2
11663,Jenna Hughes,Patient Care Assistant,24134,6196.5,2194.78,15420.87,42990.29
11749,Brandon Brown,Patient Care Assistant,16834.05,4736.61,1414.96,11040.89,30081.88
11894,Amanda Lee,Patient Care Assistant,46702,10171.62,4134.78,23344.43,75574.53
11964,Thomas Wallace,Patient Care Assistant,67687.3,14903.6,6658.56,34566.89,116008.61
12023,Anthony Brown,Patient Care Assistant,34139.87,6871.34,2974.33,19881.03,57585.52
122,Jason Stewart,Patient Care Assistant,67880.9,15707.58,6220.24,34970.2,109686.35
12201,Michael Williams,Patient Care Assistant,2065.6,440.39,163.98,1006.06,3311.63
12303,Melissa Hendricks,Patient Care Assistant,67948,14990.68,8238.01,36283.63,137800
12444,Kenneth Green,Patient Care Assistant,21270.28,5601.53,1910.69,13707.04,37791.59
12507,Jeffrey Martinez,Patient Care Assistant,46099.64,11824.27,4145.36,27839.08,81076.88
12540,Thomas Hernandez,Patient Care Assistant,1185.3,311.24,93.4,743.56,1949.93
12593,Carol Glass DDS,Patient Care Assistant,67948.01,16295.49,9511.98,38862.41,158767.87
12668,Brett Schmidt,Patient Care Assistant,15518.78,4003.83,1316.92,9820.94,26385.82
12698,William Miller,Patient Care Assistant,22684.46,4324.79,1871.88,12886.27,38575.93
12719,John Rivera,Patient Care Assistant,54043.01,12700.33,4414.64,30169.91,84902.04
12728,Raymond Lane,Patient Care Assistant,47696.39,12348.13,3974.59,27844.33,80279.37
12786,Sarah Johnson,Patient Care Assistant,67931.22,14976.36,6258.99,34287.15,113803.36
12881,Christopher Grant,Patient Care Assistant,67932.18,16280.72,6433.61,35766.13,114429.22
12888,Miss Alyssa Parker,Patient Care Assistant,54043.01,12815.32,4495.97,30366.23,87866.89
13062,Sarah Estrada,Patient Care Assistant,14511.51,3291.96,1293.56,8115.63,24126.29
13183,Anthony May,Patient Care Assistant,7314.95,412.75,615.34,3209.14,11183.48
13189,Nichole Salinas,Patient Care Assistant,60553.74,13541.95,5252.38,30426.91,94351.67
13328,Joseph Mcdonald,Patient Care Assistant,36359.6,8480.73,3162.43,22287.94,62787.3
13416,Vicki Barrett,Patient Care Assistant,177.3,0,14.82,65.03,256.51
13475,Oscar Willis MD,Patient Care Assistant,67049.78,15839.74,6509.93,35232.01,115053.59
13562,Samantha Farrell,Patient Care Assistant,67948,14843.88,7668.84,35567.66,129871.06
13621,Trevor Hill,Patient Care Assistant,67948,14843.88,5619.12,33517.94,104871.94
13716,Kylie Riley,Patient Care Assistant,39497.62,10218.24,3310.64,24702.97,65820.2
1397,Christopher Robertson,Patient Care Assistant,19366.8,0,1499.38,7223.47,26590.27
14165,Terry Greene,Patient Care Assistant,67948.01,16193.83,6408.53,35657.3,117037.52
14201,Laura Chapman,Patient Care Assistant,67948,15287.54,6436.77,34779.25,116533.33
14220,Vanessa Young,Patient Care Assistant,59842.84,13393.75,5223.76,30115.9,96786.13
14327,Cheyenne Garza,Patient Care Assistant,37682.07,5980.8,3298.77,20329.2,62375.92
14514,Sarah Webb,Patient Care Assistant,41932.01,10643.27,3560.43,25134.44,69091.85
14722,Scott Hunter,Patient Care Assistant,9189.76,0,767.33,3468.13,13379.48
14965,Bianca Johnson,Patient Care Assistant,46841.09,10995.87,4086.41,24071.36,76032.81
15004,Tom Figueroa,Patient Care Assistant,6127.6,0,474.4,2282,8409.6
15061,Paul Summers,Patient Care Assistant,58535.08,13854.97,5241.67,30318.11,97068.9
15256,Jennifer Montgomery,Patient Care Assistant,2634,0,203.92,957.09,3591.09
15361,Kathleen Horton,Patient Care Assistant,60370.16,14195.96,7294.75,33092.66,122806.49
1541,Ashley Edwards,Patient Care Assistant,49911.34,12855.11,4621.36,29520.91,85620.5
15425,Sara West,Patient Care Assistant,62965.36,14038.29,5443.58,31581.85,97730.23
1548,Danielle Miller,Patient Care Assistant,23239,5000.61,2433.8,11953.43,41759.28
157,Sheila Harvey,Patient Care Assistant,37367.2,8463.09,3474.58,22883.72,66831.43
15741,Richard Wood,Patient Care Assistant,67948,16366.61,6516.08,35937.63,115683.75
15752,Anthony Lynch,Patient Care Assistant,49686,12568.06,4438.37,30061.37,85428.33
15840,Jose Williams,Patient Care Assistant,18430.19,0,1565.19,7004.02,27220.85
16077,Roger Sanchez,Patient Care Assistant,66461.11,15706.03,7375.55,35850.13,129637.96
16094,Tracy Thomas,Patient Care Assistant,39344.83,8530.6,3415.35,19566.39,60698.32
16119,Philip Spencer,Patient Care Assistant,12567.6,0,1085.41,4797.91,18817.61
16159,John Rivera,Patient Care Assistant,60529.76,13515.73,5033.55,30180.29,94393.65
16237,Rachael Johnson,Patient Care Assistant,54043.01,13034.67,4796.35,30885.96,90550.69
1626,Jamie Bennett,Patient Care Assistant,67948,14892.3,5884.2,20776.5,92356.1
16438,Charles Burton,Patient Care Assistant,51426.6,13005,4607.88,30667.82,88112.45
16530,David Coleman,Patient Care Assistant,54030.04,12830.73,4721.53,30604.06,88073.45
16538,Michelle Ortiz,Patient Care Assistant,67948,14986,6079.83,34120.77,111346.92
16651,Christopher Garcia,Patient Care Assistant,2173,0,172.37,825.12,3051.55
16663,Debra Shaw,Patient Care Assistant,2107.2,0,167.49,769.59,2932.99
16804,Deborah Chan,Patient Care Assistant,64847.21,14160.24,4537.98,31163.18,99006.29
1681,Richard Rios,Patient Care Assistant,61891.49,14175.79,5584.87,31648.19,99552.12
16956,James Harrell,Patient Care Assistant,35347.2,7911.52,3201.9,21456.94,61875.78
16980,Gregory Jones,Patient Care Assistant,36372.4,8733.11,4134.28,23512.17,75713.08
17133,Dr. Curtis Turner,Patient Care Assistant,33942.36,7568.92,4048.26,21549.6,73003.45
17153,Kevin Jackson,Patient Care Assistant,53045.44,14053.36,4593.76,31460.54,88453.71
17230,Robert Gomez,Patient Care Assistant,53171.67,14581.05,5130.69,32561.63,97511.14
17293,Thomas Shepherd,Patient Care Assistant,48635.73,12564.52,4350.86,28665.9,83763.13
17342,Mrs. Ann Harris,Patient Care Assistant,67948,14986,5831.11,33872.05,107937.55
17732,Eric Gibson,Patient Care Assistant,20701.81,5342.85,1811.4,13173.84,35910.07
1775,Stephen Taylor,Patient Care Assistant,16482.38,0,1389.48,6190.94,24138.31
17888,Nicolas Estrada,Patient Care Assistant,67948.01,16202.49,8218.68,37476.11,138969.55
17906,Chelsea Anderson,Patient Care Assistant,37702,8471.92,3437.24,22955.64,66335.17
17919,John Adams,Patient Care Assistant,8785.9,0,738.06,3323.94,12857.06
1795,Bill Holmes,Patient Care Assistant,30079.59,6820.25,2315.4,17527.09,48266.75
18030,Nicole Mays,Patient Care Assistant,2982.97,0,251.27,1126.83,4372.39
18109,Amanda Cole,Patient Care Assistant,33742.81,5827.3,2788.99,18507.92,53879.15
18110,Philip Gilmore,Patient Care Assistant,994.8,253.49,79.07,633.83,1655.15
18303,Frederick Irwin,Patient Care Assistant,67948,16080.6,8589.17,37724.71,146860.34
18353,Brandon Robertson,Patient Care Assistant,2634,0,215.65,968.82,3725.74
18535,Jason Dunn,Patient Care Assistant,6834.32,0,576.67,2610.23,10058.81
18549,Gregory Bruce,Patient Care Assistant,67948,15306.39,7288.31,35649.64,125122.98
18634,Rhonda Ross,Patient Care Assistant,67874.91,16108.04,6525.59,35674.45,115478.98
18638,Trevor Madden,Patient Care Assistant,54043,13702.74,4783,31540.68,90625.41
18691,Ashley Walker,Patient Care Assistant,51279.29,13583.61,4998.68,31623.11,97218.84
18777,Mary Gibbs,Patient Care Assistant,21159.9,5900.89,1876.28,13940.61,38175.66
18863,John Frye,Patient Care Assistant,67936.92,16291.18,7869.98,37214.03,139842.71
18876,Nicole Anderson,Patient Care Assistant,53829.5,13818.32,5115.14,31938.19,94361.69
18952,Sierra Oneal,Patient Care Assistant,5130.81,0,397.52,1864.63,6999.28
19034,Christina Blackwell,Patient Care Assistant,39061.37,10128.35,3782.36,24822.26,72156.86
19074,Mark Hansen,Patient Care Assistant,4038.8,0,326.82,1481.68,5703.1
19263,Daniel Elliott,Patient Care Assistant,67849.89,16247.73,7249.77,36533.61,125719.06
19323,John Manning,Patient Care Assistant,4707.5,0,372.88,1758.4,6574.66
194,Lori Galvan,Patient Care Assistant,67948,14849.67,5936.69,33841.3,106283.64
19423,Ryan Guerra,Patient Care Assistant,34044.09,8693.11,3054.23,19920.99,57677.02
19793,Timothy Simpson,Patient Care Assistant,20722,5346.3,1799.07,13170.72,38569.62
1990,Isaac Martinez,Patient Care Assistant,3687.6,0,285.49,1339.93,5027.53
19916,Steven Landry,Patient Care Assistant,46640.85,10859.55,4316.37,24187.16,76011.18
1995,Roger Peterson,Patient Care Assistant,67948.02,16344.25,7818.48,37217.67,136578.45
20102,Michael Ford,Patient Care Assistant,48952.1,12377.51,4411.9,29844.35,84957.42
20169,Michael Gallagher,Patient Care Assistant,60265.63,13398.84,5175.16,30152.1,96206.59
20207,Michael Garza,Patient Care Assistant,67689.81,16067.89,6347.39,35420.01,113099.38
20401,Kathleen Evans,Patient Care Assistant,52753.29,12345.46,5820.23,28354.19,99287.02
20472,Heather Winters,Patient Care Assistant,17324.91,4862.35,1601.46,11505.46,31624.08
20720,Patricia Reyes,Patient Care Assistant,20487.15,0,1627.62,7690.64,28713.85
20785,Alison Decker,Patient Care Assistant,2809.6,0,217.51,1020.89,3830.49
20798,Jorge Harrison,Patient Care Assistant,51642.48,14241.47,4854.41,32147.18,92833.5
20978,Jason Rodriguez,Patient Care Assistant,62131.33,13901.68,5389.49,31228.91,96899.66
21174,Deborah Brown,Patient Care Assistant,5041.2,0,400.17,1906.51,7075.37
21201,Cindy Alvarez,Patient Care Assistant,13501.76,0,1148.48,5113.1,19947.48
21210,Hailey Douglas,Patient Care Assistant,59174.15,13092.34,5554.09,30011.51,92760.64
21732,Craig Morgan,Patient Care Assistant,43755.08,11880.06,4652.01,29375.18,87912.86
21867,Melanie Fernandez,Patient Care Assistant,63914.66,14408.46,5602.23,32288.8,103474.84
21948,Abigail Carter,Patient Care Assistant,45228.74,11694.05,3690.91,26306.23,72800.2
22222,Alex Pierce,Patient Care Assistant,45128.09,11415.45,4760.16,29179.03,91930.09
22289,Gregory Sharp,Patient Care Assistant,31217.06,7942.1,2659.83,18095.78,50098.13
22294,Allison Wright,Patient Care Assistant,12976,0,1151.05,4916.9,19784.37
22479,Jason Gonzalez,Patient Care Assistant,53466.8,13523.45,5420.46,31998.85,99800.39
22498,Russell Wright,Patient Care Assistant,60956.61,13322.47,4589.44,29623.7,90780.31
22516,Richard White,Patient Care Assistant,11374.21,0,902.49,4215.12,15872.14
22536,David Rice,Patient Care Assistant,38907.31,10652.82,3550.78,23620.23,67943.72
22563,Justin Raymond,Patient Care Assistant,67948,14980.16,5814.73,33849.83,107683.93
22607,Seth Murphy,Patient Care Assistant,20280.92,4364.02,1719.33,10020.92,30490.04
22710,Benjamin Herrera,Patient Care Assistant,43349.93,10230.47,3469.15,24205.08,70094.33
22785,Matthew Rivera,Patient Care Assistant,50421.79,12743.49,5072.27,30564.47,97121.65
22786,Russell Martinez,Patient Care Assistant,331.6,0,25.67,126.09,457.69
23053,Isaac Hughes,Patient Care Assistant,33626.91,7901.91,3341.33,21080.44,63403.17
234,Dustin Landry,Patient Care Assistant,2023.2,0,156.64,759.17,2782.37
23581,John Park,Patient Care Assistant,28662.48,6562.93,3131.08,15253.35,53346.79
23776,Sharon Howard,Patient Care Assistant,66104.7,14598.73,5975.94,33272.61,109174.22
2401,Ryan Tanner,Patient Care Assistant,67917.28,14976.13,5907.13,33932.43,106454.91
